"filename", "language", "XML", "Properties", "HTML", "Ini", "JSON", "C#", "UnityShader", "Ink", "Markdown", "comment", "blank", "total"
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Story.cs", "C#", 0, 0, 0, 0, 0, 1626, 0, 0, 0, 781, 512, 2919
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\StoryException.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 12, 4, 25
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\StoryState.cs", "C#", 0, 0, 0, 0, 0, 921, 0, 0, 0, 178, 243, 1342
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\StringJoinExtension.cs", "C#", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 8, 29
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Tag.cs", "C#", 0, 0, 0, 0, 0, 15, 0, 0, 0, 8, 5, 28
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Value.cs", "C#", 0, 0, 0, 0, 0, 308, 0, 0, 0, 21, 77, 406
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\VariableAssignment.cs", "C#", 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 6, 28
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\VariableReference.cs", "C#", 0, 0, 0, 0, 0, 40, 0, 0, 0, 3, 9, 52
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\VariablesState.cs", "C#", 0, 0, 0, 0, 0, 286, 0, 0, 0, 61, 71, 418
"c:\Users\mattr\Isometric Alpha\Assets\Ink\InkLibs\InkRuntime\Void.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\mattr\Isometric Alpha\Assets\Ink\LICENCE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 13
"c:\Users\mattr\Isometric Alpha\Assets\Ink\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 73, 165
"c:\Users\mattr\Isometric Alpha\Assets\InteriorManager.cs", "C#", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 11, 68
"c:\Users\mattr\Isometric Alpha\Assets\OOCUIDisabler.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"c:\Users\mattr\Isometric Alpha\Assets\OutlineForSprites\Resources\Sprite-Outline.shader", "UnityShader", 0, 0, 0, 0, 0, 0, 170, 0, 0, 7, 37, 214
"c:\Users\mattr\Isometric Alpha\Assets\OutlineForSprites\SpriteOutline.cs", "C#", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 10, 57
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\Cult of Personality.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\Fight for the Fallen.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\Focus Fire.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\Greater Than Themselves.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\Lead by Example.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\No One Left Behind.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Charisma\Strength in Numbers.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Dexterity\Cripple.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Dexterity\Cunning.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Dexterity\Devastating Criticals.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Dexterity\Exit Strategy.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Dexterity\Flense.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Dexterity\Waylay.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Fourth Weapon Slot.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Ignore the Pain.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Intimidating Presence.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Major Regeneration.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Make It Bleed.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Minor Regeneration.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Onslaught.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Strength\Third Weapon Slot.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Divide and Conquer.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Eye for Detail.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Greater Strikes.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Improved Strikes.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Observation.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Ruinous Strikes.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Take Cover.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Perks\StatPerks\Wisdom\Throw.json", "JSON", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\directorDefeatedConvo.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 123, 342
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\directorDefeatedConvo.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\guardPunishmentStartConvo.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 65, 175
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\guardPunishmentStartConvo.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\kendeUponEnteringKitchens.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 176, 0, 0, 99, 275
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\kendeUponEnteringKitchens.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\nandorAfterKillingGuardsMineLvl3.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 75, 227
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\nandorAfterKillingGuardsMineLvl3.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\slavesAfterKillingOverseerCampNE.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 469, 0, 0, 191, 660
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\slavesAfterKillingOverseerCampNE.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\taborManse-2F-2b.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 353, 0, 0, 193, 546
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\DialogueListInkAssets\Resources\taborManse-2F-2b.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\Dialogue\Crate.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 64, 143
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\Dialogue\Crate.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\Template.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 67, 153
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\Template.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\VaultableDialogues\Vaultable Object.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 22, 73
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\VaultableDialogues\Vaultable Object.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\VaultableObjects\Vaultable Object.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 22, 73
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\VaultableObjects\Vaultable Object.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\VaultableObjects\Vaultable or Destroyable Object.ink", "Ink", 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 75, 187
"c:\Users\mattr\Isometric Alpha\Assets\Prefabs\VaultableObjects\Vaultable or Destroyable Object.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mattr\Isometric Alpha\Assets\PrintPosition.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 3, 5, 24
"c:\Users\mattr\Isometric Alpha\Assets\Quests\AidingBalint.json", "JSON", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 19
"c:\Users\mattr\Isometric Alpha\Assets\Quests\AidingErvin.json", "JSON", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 26
"c:\Users\mattr\Isometric Alpha\Assets\Quests\AidingJanos.json", "JSON", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 3, 28
"c:\Users\mattr\Isometric Alpha\Assets\Quests\AnUneasyTruce.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 21
"c:\Users\mattr\Isometric Alpha\Assets\Quests\AssistTheNonbranded.json", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Users\mattr\Isometric Alpha\Assets\Quests\DealWithThePrisoners.json", "JSON", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 2, 67
"c:\Users\mattr\Isometric Alpha\Assets\Quests\DelvingDeeper.json", "JSON", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 2, 15
"c:\Users\mattr\Isometric Alpha\Assets\Quests\FindGuardMarcos.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 2, 21
"c:\Users\mattr\Isometric Alpha\Assets\Quests\FindNandor.json", "JSON", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"c:\Users\mattr\Isometric Alpha\Assets\Quests\GuardKiller.json", "JSON", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\mattr\Isometric Alpha\Assets\Quests\HiddenAway.json", "JSON", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 2, 13
"c:\Users\mattr\Isometric Alpha\Assets\Quests\LeaveTheCamp.json", "JSON", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\mattr\Isometric Alpha\Assets\Quests\MuzsasSweetTooth.json", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 17
"c:\Users\mattr\Isometric Alpha\Assets\Quests\NoteWorthy.json", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Users\mattr\Isometric Alpha\Assets\Quests\RescueBroglin.json", "JSON", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\mattr\Isometric Alpha\Assets\Quests\SealingTheBreach.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\mattr\Isometric Alpha\Assets\Quests\ShutUpTheGossip.json", "JSON", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\mattr\Isometric Alpha\Assets\Quests\StockhouseStash.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 2, 30
"c:\Users\mattr\Isometric Alpha\Assets\Quests\Template.json", "JSON", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 2, 15
"c:\Users\mattr\Isometric Alpha\Assets\Quests\ThePlan.json", "JSON", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\ADF-RBG.Mulligan.asmdef", "JSON", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 10
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\AssetDatabaseUtility.cs", "C#", 0, 0, 0, 0, 0, 68, 0, 0, 0, 56, 11, 135
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\ColorExtensions.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 31, 3, 50
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\EditorCoroutineUtility.cs", "C#", 0, 0, 0, 0, 0, 38, 0, 0, 0, 7, 5, 50
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\GUIControlNameUtility.cs", "C#", 0, 0, 0, 0, 0, 35, 0, 0, 0, 45, 8, 88
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\GameObjectExtensions.cs", "C#", 0, 0, 0, 0, 0, 31, 0, 0, 0, 39, 3, 73
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\ListExtensions.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 0, 0, 29, 3, 51
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\MulliganEditorGUIUtilities.cs", "C#", 0, 0, 0, 0, 0, 129, 0, 0, 0, 34, 24, 187
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\ObjectExtensions.cs", "C#", 0, 0, 0, 0, 0, 52, 0, 0, 0, 35, 4, 91
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\RectExtensions.cs", "C#", 0, 0, 0, 0, 0, 110, 0, 0, 0, 73, 20, 203
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\RenameResultUtilities.cs", "C#", 0, 0, 0, 0, 0, 99, 0, 0, 0, 25, 12, 136
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\StringUtilities.cs", "C#", 0, 0, 0, 0, 0, 30, 0, 0, 0, 22, 6, 58
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\ExtensionsAndUtilities\UniqueList.cs", "C#", 0, 0, 0, 0, 0, 137, 0, 0, 0, 29, 26, 192
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\GUI\ManagePresetsWindow.cs", "C#", 0, 0, 0, 0, 0, 142, 0, 0, 0, 28, 20, 190
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\GUI\MulliganRenamerPreviewPanel.cs", "C#", 0, 0, 0, 0, 0, 1040, 0, 0, 0, 119, 264, 1423
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\GUI\MulliganRenamerWindow.cs", "C#", 0, 0, 0, 0, 0, 1001, 0, 0, 0, 88, 216, 1305
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\GUI\MulliganUserPreferencesWindow.cs", "C#", 0, 0, 0, 0, 0, 207, 0, 0, 0, 34, 40, 281
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\GUI\SavePresetWindow.cs", "C#", 0, 0, 0, 0, 0, 84, 0, 0, 0, 38, 17, 139
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Localization\Language.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 0, 0, 32, 10, 95
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Localization\LanguageBookmarks.cs", "C#", 0, 0, 0, 0, 0, 19, 0, 0, 0, 27, 2, 48
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Localization\LanguageRetriever.cs", "C#", 0, 0, 0, 0, 0, 182, 0, 0, 0, 27, 30, 239
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Localization\LocalizationManager.cs", "C#", 0, 0, 0, 0, 0, 222, 0, 0, 0, 59, 44, 325
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Localization\LocalizedString.cs", "C#", 0, 0, 0, 0, 0, 28, 0, 0, 0, 27, 6, 61
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Networking\AsyncOp.cs", "C#", 0, 0, 0, 0, 0, 62, 0, 0, 0, 46, 18, 126
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Networking\AsyncStatus.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 0, 0, 46, 8, 71
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Networking\IWebRequest.cs", "C#", 0, 0, 0, 0, 0, 15, 0, 0, 0, 26, 10, 51
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Networking\JSONRetrieverWeb.cs", "C#", 0, 0, 0, 0, 0, 70, 0, 0, 0, 31, 13, 114
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Networking\UnityWebRequestWrapper.cs", "C#", 0, 0, 0, 0, 0, 100, 0, 0, 0, 35, 14, 149
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\AddStringOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 53, 0, 0, 0, 47, 8, 108
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\AddStringSequenceOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 81, 0, 0, 0, 48, 15, 144
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\AdjustNumberingOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 48, 0, 0, 0, 47, 7, 102
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\ChangeCaseOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 64, 0, 0, 0, 47, 9, 120
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\CountByLetterOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 217, 0, 0, 0, 52, 40, 309
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\EnumerateOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 208, 0, 0, 0, 53, 31, 292
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\IRenameOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 17, 0, 0, 0, 48, 8, 73
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\RemoveCharactersOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 202, 0, 0, 0, 56, 29, 287
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\RenameOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 133, 0, 0, 0, 87, 32, 252
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\RenameOperationGUIOption.cs", "C#", 0, 0, 0, 0, 0, 9, 0, 0, 0, 39, 3, 51
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\RenameOperationSortingButtonEvent.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 37, 4, 51
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\ReplaceNameOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 49, 0, 0, 0, 48, 8, 105
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\ReplaceStringOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 141, 0, 0, 0, 48, 22, 211
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\ToCamelCaseOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 63, 0, 0, 0, 47, 9, 119
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\OperationDrawers\TrimCharactersOperationDrawer.cs", "C#", 0, 0, 0, 0, 0, 55, 0, 0, 0, 47, 8, 110
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\AddStringOperation.cs", "C#", 0, 0, 0, 0, 0, 95, 0, 0, 0, 59, 20, 174
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\AddStringSequenceOperation.cs", "C#", 0, 0, 0, 0, 0, 16, 0, 0, 0, 40, 4, 60
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\AdjustNumberingOperation.cs", "C#", 0, 0, 0, 0, 0, 84, 0, 0, 0, 50, 17, 151
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\ChangeCaseOperation.cs", "C#", 0, 0, 0, 0, 0, 135, 0, 0, 0, 66, 25, 226
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\CountByLetterOperation.cs", "C#", 0, 0, 0, 0, 0, 228, 0, 0, 0, 96, 43, 367
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\EnumerateOperation.cs", "C#", 0, 0, 0, 0, 0, 205, 0, 0, 0, 86, 40, 331
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\IRenameOperation.cs", "C#", 0, 0, 0, 0, 0, 10, 0, 0, 0, 39, 4, 53
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\RemoveCharactersOperation.cs", "C#", 0, 0, 0, 0, 0, 226, 0, 0, 0, 75, 43, 344
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\ReplaceNameOperation.cs", "C#", 0, 0, 0, 0, 0, 69, 0, 0, 0, 55, 16, 140
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\ReplaceStringOperation.cs", "C#", 0, 0, 0, 0, 0, 215, 0, 0, 0, 91, 39, 345
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\ToCamelCaseOperation.cs", "C#", 0, 0, 0, 0, 0, 147, 0, 0, 0, 53, 25, 225
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\Operations\TrimCharactersOperation.cs", "C#", 0, 0, 0, 0, 0, 106, 0, 0, 0, 61, 22, 189
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\PreferencesAndSettings\MulliganRightClickItems.cs", "C#", 0, 0, 0, 0, 0, 13, 0, 0, 0, 22, 3, 38
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\PreferencesAndSettings\MulliganSettingsProvider.cs", "C#", 0, 0, 0, 0, 0, 42, 0, 0, 0, 29, 11, 82
"c:\Users\mattr\Isometric Alpha\Assets\RedBlueGames\MulliganRenamer\Editor\PreferencesAndSettings\MulliganUserPreferences.cs", "C#", 0, 0, 0, 0, 0, 287, 0, 0, 0, 87, 62, 436
